sheet_name,seed,comparison,delta_mae
realsmurfcat,11,V0_to_V1,0.02119670188815102
realsmurfcat,17,V0_to_V1,0.025735767511189948
realsmurfcat,23,V0_to_V1,0.01710924054108772
ribbit2,11,V0_to_V1,0.050704113726889544
ribbit2,17,V0_to_V1,0.05580944222862794
ribbit2,23,V0_to_V1,-0.01206978168701954
riko,11,V0_to_V1,0.022764598916811988
riko,17,V0_to_V1,0.0026434172125932957
riko,23,V0_to_V1,0.012916955383505964
rockytherock,11,V0_to_V1,0.016545113065014647
rockytherock,17,V0_to_V1,0.024293433781636217
rockytherock,23,V0_to_V1,-0.002513949176060494
ronnie,11,V0_to_V1,0.017713887400310435
ronnie,17,V0_to_V1,0.010350750194155208
ronnie,23,V0_to_V1,0.030948437542706708
rsnoofi,11,V0_to_V1,0.02456826766467808
rsnoofi,17,V0_to_V1,0.035418507154923506
rsnoofi,23,V0_to_V1,-0.033072881377302604
ryujin,11,V0_to_V1,0.09732500097445033
ryujin,17,V0_to_V1,0.021435028945534937
ryujin,23,V0_to_V1,0.05882186711017998
sadhamster,11,V0_to_V1,0.014980851689173647
sadhamster,17,V0_to_V1,0.012043432223861075
sadhamster,23,V0_to_V1,-0.0006671992378158437
samoyedcoin,11,V0_to_V1,0.028628309065276306
samoyedcoin,17,V0_to_V1,-0.013906868624000642
samoyedcoin,23,V0_to_V1,-0.005095999401863803
sharbi,11,V0_to_V1,0.02244743050854456
sharbi,17,V0_to_V1,-0.014360094680165542
sharbi,23,V0_to_V1,0.015872907555983466
sharkcat,11,V0_to_V1,0.014241388040649719
sharkcat,17,V0_to_V1,0.013026656606372457
sharkcat,23,V0_to_V1,0.01585848845470359
sharki,11,V0_to_V1,0.01675764871756122
sharki,17,V0_to_V1,0.003311040755760032
sharki,23,V0_to_V1,0.017207029609364412
shinainu,11,V0_to_V1,0.02591881961779413
shinainu,17,V0_to_V1,0.016264604985915563
shinainu,23,V0_to_V1,0.015386923527341466
shoggoth,11,V0_to_V1,0.027903534742858265
shoggoth,17,V0_to_V1,-0.03378011442682689
shoggoth,23,V0_to_V1,0.0059452375671459265
sillydragon,11,V0_to_V1,0.047499197482500685
sillydragon,17,V0_to_V1,0.03275843112014982
sillydragon,23,V0_to_V1,-0.018102237553327193
sillynubcat,11,V0_to_V1,0.0074793259476774385
sillynubcat,17,V0_to_V1,0.00777054142887415
sillynubcat,23,V0_to_V1,-0.002075916955404336
slop,11,V0_to_V1,0.018925891288528028
slop,17,V0_to_V1,0.020217242101048766
slop,23,V0_to_V1,-0.0016044206134991842
slothana,11,V0_to_V1,0.04265348770121181
slothana,17,V0_to_V1,0.019822612884400514
slothana,23,V0_to_V1,0.03237409371292985
snapkero,11,V0_to_V1,0.014892443047734426
snapkero,17,V0_to_V1,0.029699808729813936
snapkero,23,V0_to_V1,-0.0005693407758039573
solchat,11,V0_to_V1,-0.019620378543214134
solchat,17,V0_to_V1,0.08528472254512762
solchat,23,V0_to_V1,-0.11812202570177652
speedy2,11,V0_to_V1,0.01941601411206968
speedy2,17,V0_to_V1,-0.024311193533596086
speedy2,23,V0_to_V1,-0.03034434573169611
squidgrow2,11,V0_to_V1,0.01058518952879027
squidgrow2,17,V0_to_V1,-0.03237709830200859
squidgrow2,23,V0_to_V1,-0.0003439315461749651
strategicbitcoinreserve,11,V0_to_V1,0.0064059024573199785
strategicbitcoinreserve,17,V0_to_V1,0.003235363026525717
strategicbitcoinreserve,23,V0_to_V1,-0.0002473529003224062
supercyclereal,11,V0_to_V1,0.026350394537996646
supercyclereal,17,V0_to_V1,0.028089814604734736
supercyclereal,23,V0_to_V1,0.008390604329712219
supertrump,11,V0_to_V1,0.034236197525646744
supertrump,17,V0_to_V1,0.033370269506146175
supertrump,23,V0_to_V1,-0.001248250174432454
suwi,11,V0_to_V1,0.03418297010905039
suwi,17,V0_to_V1,0.023872259639418462
suwi,23,V0_to_V1,0.000751574996250115
taoinu,11,V0_to_V1,0.021849415520981363
taoinu,17,V0_to_V1,0.022964782826601325
taoinu,23,V0_to_V1,0.022277250707933807
tateterminal,11,V0_to_V1,0.019135912871530887
tateterminal,17,V0_to_V1,0.017540670523548938
tateterminal,23,V0_to_V1,0.011489303439371087
tehepikduck,11,V0_to_V1,0.02858140756395839
tehepikduck,17,V0_to_V1,0.025215823936393864
tehepikduck,23,V0_to_V1,0.012226023865766052
terminus2,11,V0_to_V1,-0.08017354497817067
terminus2,17,V0_to_V1,-0.06405928493427694
terminus2,23,V0_to_V1,0.045390888378506286
terminus3,11,V0_to_V1,0.05050775210896827
terminus3,17,V0_to_V1,0.036392659452452264
terminus3,23,V0_to_V1,0.02609574430325519
thebalkandwarf,11,V0_to_V1,0.015151016948326136
thebalkandwarf,17,V0_to_V1,0.028825660667505124
thebalkandwarf,23,V0_to_V1,-0.0006149068109552944
thelastplay,11,V0_to_V1,0.03663230303672231
thelastplay,17,V0_to_V1,0.04210228035854964
thelastplay,23,V0_to_V1,-0.0008377352470443702
thereallandwolf,11,V0_to_V1,0.015337478880230883
thereallandwolf,17,V0_to_V1,0.02825541355622894
thereallandwolf,23,V0_to_V1,-0.0006447459235979988
thesoldog,11,V0_to_V1,0.009225149037284434
thesoldog,17,V0_to_V1,0.028782282284834253
thesoldog,23,V0_to_V1,0.012018971619192187
tobi,11,V0_to_V1,0.03267139909719031
tobi,17,V0_to_V1,0.031029358752758876
tobi,23,V0_to_V1,0.000400232552968241
toga,11,V0_to_V1,0.008991061711405186
toga,17,V0_to_V1,0.0031152359756210224
toga,23,V0_to_V1,0.015437150540232258
torsy,11,V0_to_V1,0.02573509009356413
torsy,17,V0_to_V1,0.019904429540922194
torsy,23,V0_to_V1,0.00929462435445813
troll,11,V0_to_V1,0.014883433148234907
troll,17,V0_to_V1,0.02970413008333448
troll,23,V0_to_V1,-0.0005688641392551097
uranus3,11,V0_to_V1,0.06368644689357461
uranus3,17,V0_to_V1,0.013879201757451682
uranus3,23,V0_to_V1,-0.04282475936340574
valhallaindex,11,V0_to_V1,0.018819163930409662
valhallaindex,17,V0_to_V1,0.018043399795331268
valhallaindex,23,V0_to_V1,-0.001351101482001793
vitainu,11,V0_to_V1,0.02037224522553034
vitainu,17,V0_to_V1,0.04199705768834374
vitainu,23,V0_to_V1,-0.014499631892710814
voltinu2,11,V0_to_V1,0.029299464801712284
voltinu2,17,V0_to_V1,0.030902693455722538
voltinu2,23,V0_to_V1,0.0064575501834484295
waffles,11,V0_to_V1,0.021037554380080033
waffles,17,V0_to_V1,0.02968220536867901
waffles,23,V0_to_V1,-0.006264584450544224
wassie,11,V0_to_V1,0.018278370536590607
wassie,17,V0_to_V1,0.029581507346473593
wassie,23,V0_to_V1,0.01224653670890849
why,11,V0_to_V1,0.00816551952158534
why,17,V0_to_V1,0.00816647531175392
why,23,V0_to_V1,0.017278179312468805
wicked,11,V0_to_V1,0.019165832619448004
wicked,17,V0_to_V1,0.025564191756997062
wicked,23,V0_to_V1,0.00014068326610437026
winniethepoodle,11,V0_to_V1,0.036749560211874865
winniethepoodle,17,V0_to_V1,0.02774043572181967
winniethepoodle,23,V0_to_V1,0.00996093870628792
wrappeddog,11,V0_to_V1,0.017886143564896234
wrappeddog,17,V0_to_V1,0.025003294382773607
wrappeddog,23,V0_to_V1,-0.0008775032342719855
zackmorris,11,V0_to_V1,0.01941655093890304
zackmorris,17,V0_to_V1,0.016304595216852808
zackmorris,23,V0_to_V1,0.01355236948667922
zerotech,11,V0_to_V1,0.03693929162749586
zerotech,17,V0_to_V1,0.02036278779442441
zerotech,23,V0_to_V1,-0.01599152205004796
zoomer,11,V0_to_V1,0.02204249455944788
zoomer,17,V0_to_V1,0.046097625611617676
zoomer,23,V0_to_V1,-0.04837163748902375
zyncoin2,11,V0_to_V1,0.047397826462596375
zyncoin2,17,V0_to_V1,0.017494180746911097
zyncoin2,23,V0_to_V1,0.002948203765636613
abi,11,V1_to_V2,-0.031025349669720443
abi,17,V1_to_V2,-0.04494415860629881
abi,23,V1_to_V2,-0.029070810972174895
ai16z,11,V1_to_V2,0.2614960745656016
ai16z,17,V1_to_V2,0.2591991523976781
ai16z,23,V1_to_V2,0.2627572739079608
aicrystalnode,11,V1_to_V2,-0.041985500651997625
aicrystalnode,17,V1_to_V2,-0.06987814191345894
aicrystalnode,23,V1_to_V2,-0.04096108878593922
aiinu,11,V1_to_V2,-0.02254382580393932
aiinu,17,V1_to_V2,-0.051041590116526696
aiinu,23,V1_to_V2,-0.038876546785081005
aiwithdaddyissues,11,V1_to_V2,-0.025316880845540034
aiwithdaddyissues,17,V1_to_V2,-0.059234775865194295
aiwithdaddyissues,23,V1_to_V2,-0.03668353345463225
akiprotocol,11,V1_to_V2,-0.02724708675179887
akiprotocol,17,V1_to_V2,-0.009330835103906428
akiprotocol,23,V1_to_V2,-0.07468869590401676
amaterasuomikami,11,V1_to_V2,-0.04569744047234561
amaterasuomikami,17,V1_to_V2,-0.047370017588063806
amaterasuomikami,23,V1_to_V2,-0.1157059479431968
americancoin,11,V1_to_V2,-0.024836687546541784
americancoin,17,V1_to_V2,-0.05396852236250076
americancoin,23,V1_to_V2,-0.05968804272582347
analos,11,V1_to_V2,-0.04445572503229406
analos,17,V1_to_V2,-0.05099937780958001
analos,23,V1_to_V2,-0.055623279668625736
anyinu,11,V1_to_V2,-0.017399255872167424
anyinu,17,V1_to_V2,-0.03410002445677494
anyinu,23,V1_to_V2,-0.079070120042933
astropepex,11,V1_to_V2,-0.046513296447524
astropepex,17,V1_to_V2,-0.008218677902465768
astropepex,23,V1_to_V2,-0.07820280489571634
autism2,11,V1_to_V2,-0.013653252180473007
autism2,17,V1_to_V2,-0.04473249234180741
autism2,23,V1_to_V2,-0.05483166865761738
autonomousvirtualbeings,11,V1_to_V2,0.003239642479764093
autonomousvirtualbeings,17,V1_to_V2,-0.00951937051250567
autonomousvirtualbeings,23,V1_to_V2,-0.06782302769679219
avaxhasnochill,11,V1_to_V2,-0.023620846370531943
avaxhasnochill,17,V1_to_V2,-0.04391933813509783
avaxhasnochill,23,V1_to_V2,-0.06392494731622991
babybnb,11,V1_to_V2,-0.008900899755426133
babybnb,17,V1_to_V2,-0.022434358768561112
babybnb,23,V1_to_V2,-0.08954195277122869
babywen,11,V1_to_V2,0.02285511455563736
babywen,17,V1_to_V2,-0.019199653698785624
babywen,23,V1_to_V2,-0.014572632675426647
badideaai,11,V1_to_V2,-0.020532879188528617
badideaai,17,V1_to_V2,-0.05247586802050406
badideaai,23,V1_to_V2,-0.05320503513768415
bananatapewall,11,V1_to_V2,-0.025651739774711593
bananatapewall,17,V1_to_V2,-0.04838887547309429
bananatapewall,23,V1_to_V2,-0.06985948077654443
beercoin2,11,V1_to_V2,-0.02052739367580743
beercoin2,17,V1_to_V2,-0.05246723907999556
beercoin2,23,V1_to_V2,-0.053195003177083915
benthedog,11,V1_to_V2,-0.01208553515212657
benthedog,17,V1_to_V2,-0.043122652677996594
benthedog,23,V1_to_V2,-0.03708089149846591
billy,11,V1_to_V2,-0.01059043135546575
billy,17,V1_to_V2,-0.026640022867687206
billy,23,V1_to_V2,-0.01547761070534156
bingusthecat,11,V1_to_V2,-0.029855301106405253
bingusthecat,17,V1_to_V2,-0.0581453929627303
bingusthecat,23,V1_to_V2,-0.05540217970982381
bitcat2,11,V1_to_V2,-0.014990978894727499
bitcat2,17,V1_to_V2,-0.028642309180664086
bitcat2,23,V1_to_V2,-0.07207575252475738
bobaoppa,11,V1_to_V2,-0.03342633565431889
bobaoppa,17,V1_to_V2,-0.07502018243547079
bobaoppa,23,V1_to_V2,-0.03957373990736299
bobtoken,11,V1_to_V2,-0.023394754300315762
bobtoken,17,V1_to_V2,-0.05166436381753154
bobtoken,23,V1_to_V2,-0.08246114466980875
bongocat,11,V1_to_V2,0.00994371554291335
bongocat,17,V1_to_V2,-0.007305108390157057
bongocat,23,V1_to_V2,-0.023158344201258577
brainlet2,11,V1_to_V2,-0.0148304254938358
brainlet2,17,V1_to_V2,-0.03539615848902097
brainlet2,23,V1_to_V2,-0.049620870888063884
brothecat,11,V1_to_V2,-0.02187539964221585
brothecat,17,V1_to_V2,-0.04324517319290083
brothecat,23,V1_to_V2,-0.06005166200164675
buu,11,V1_to_V2,-0.025939203018037406
buu,17,V1_to_V2,-0.06005348131853033
buu,23,V1_to_V2,-0.09293668525767289
catalorian,11,V1_to_V2,-0.02870737497984195
catalorian,17,V1_to_V2,-0.04240045701250861
catalorian,23,V1_to_V2,-0.05833648322696181
catana,11,V1_to_V2,0.002297759474583449
catana,17,V1_to_V2,-0.03081123699993097
catana,23,V1_to_V2,-0.03993571293976833
catecoin,11,V1_to_V2,-0.05186186024904718
catecoin,17,V1_to_V2,-0.0034868114430431354
catecoin,23,V1_to_V2,-0.04550141464811373
catwifhat2,11,V1_to_V2,-0.01952124199266404
catwifhat2,17,V1_to_V2,-0.004757276472703128
catwifhat2,23,V1_to_V2,-0.06376325616747022
chonky,11,V1_to_V2,-0.03977521999429275
chonky,17,V1_to_V2,-0.05639441863239119
chonky,23,V1_to_V2,-0.054953754865038645
chudjak,11,V1_to_V2,-0.01048892245172379
chudjak,17,V1_to_V2,-0.04554437991376845
chudjak,23,V1_to_V2,-0.035834766442586936
coal2,11,V1_to_V2,0.012052357993546002
coal2,17,V1_to_V2,-0.025382239474202192
coal2,23,V1_to_V2,-0.020455774880309467
costcohotdog,11,V1_to_V2,-0.015773483389672233
costcohotdog,17,V1_to_V2,-0.04290221328710214
costcohotdog,23,V1_to_V2,-0.05337235176045048
crashout,11,V1_to_V2,-0.02744147067249784
crashout,17,V1_to_V2,-0.06482527150421194
crashout,23,V1_to_V2,-0.010783212938205139
csi888,11,V1_to_V2,-0.04663251433637552
csi888,17,V1_to_V2,-0.06638846690135858
csi888,23,V1_to_V2,-0.05099632180124203
cumrocket,11,V1_to_V2,-0.07238611523144696
cumrocket,17,V1_to_V2,-0.05883119386313317
cumrocket,23,V1_to_V2,-0.07288498762191124
dancingtriangle2,11,V1_to_V2,-0.015403300919406036
dancingtriangle2,17,V1_to_V2,-0.043945701155250885
dancingtriangle2,23,V1_to_V2,-0.09109819888669111
darkmaga,11,V1_to_V2,-0.019275788162472527
darkmaga,17,V1_to_V2,-0.04523240327105176
darkmaga,23,V1_to_V2,-0.059594972758565234
deepworm,11,V1_to_V2,0.012304020943588392
deepworm,17,V1_to_V2,-0.017724399761759435
deepworm,23,V1_to_V2,-0.015245508702136625
degenspartanai,11,V1_to_V2,0.018452709264084377
degenspartanai,17,V1_to_V2,-0.017340122586419347
degenspartanai,23,V1_to_V2,0.004825478377487043
dejitarutsuka,11,V1_to_V2,-0.009688317957637332
dejitarutsuka,17,V1_to_V2,-0.036158453733023864
dejitarutsuka,23,V1_to_V2,-0.04968124906696039
dinolfg,11,V1_to_V2,-0.02389465829559498
dinolfg,17,V1_to_V2,-0.04462089781194058
dinolfg,23,V1_to_V2,-0.035286087419435626
dogebonk,11,V1_to_V2,-0.019398701913194174
dogebonk,17,V1_to_V2,-0.020540129591535013
dogebonk,23,V1_to_V2,-0.06985873211841839
dogemascotshibu,11,V1_to_V2,-0.02020803785600563
dogemascotshibu,17,V1_to_V2,-0.05169972950096434
dogemascotshibu,23,V1_to_V2,-0.05223699460783119
dogeonsolana,11,V1_to_V2,-0.02913987897535747
dogeonsolana,17,V1_to_V2,-0.02358217329254581
dogeonsolana,23,V1_to_V2,-0.07448245032922354
doggo3,11,V1_to_V2,-0.020530685154659296
doggo3,17,V1_to_V2,-0.05247275323429608
doggo3,23,V1_to_V2,-0.053201406506199644
donaldtremp,11,V1_to_V2,0.014082707200239152
donaldtremp,17,V1_to_V2,-0.017601167613451665
donaldtremp,23,V1_to_V2,0.003002711170003107
dorklord2,11,V1_to_V2,-0.011356647204476465
dorklord2,17,V1_to_V2,-0.052033818049951545
dorklord2,23,V1_to_V2,-0.04089456630130015
ducky,11,V1_to_V2,-0.03115401973415921
ducky,17,V1_to_V2,-0.05437812844082297
ducky,23,V1_to_V2,-0.06738223402926681
duko,11,V1_to_V2,-0.024035116737232874
duko,17,V1_to_V2,-0.038926632822199735
duko,23,V1_to_V2,-0.06813601206195337
elgato,11,V1_to_V2,-0.008478869808891662
elgato,17,V1_to_V2,-0.06270028717063279
elgato,23,V1_to_V2,-0.008363719197585887
elon,11,V1_to_V2,-0.03595066808610349
elon,17,V1_to_V2,-0.0314435742557292
elon,23,V1_to_V2,-0.07995815380008861
eyeearn,11,V1_to_V2,-0.0472478123560945
eyeearn,17,V1_to_V2,-0.06582101074382651
eyeearn,23,V1_to_V2,-0.005893547984368376
feces,11,V1_to_V2,-0.01814975006370597
feces,17,V1_to_V2,-0.05073516598880494
feces,23,V1_to_V2,-0.04987036296383161
fefeoneth,11,V1_to_V2,-0.028917004460412787
fefeoneth,17,V1_to_V2,-0.04437387247861951
fefeoneth,23,V1_to_V2,-0.05400061683932073
feistydogenft,11,V1_to_V2,-0.02038333187496643
feistydogenft,17,V1_to_V2,-0.05227426831749158
feistydogenft,23,V1_to_V2,-0.05297683642295233
fighttomaga,11,V1_to_V2,-0.01925585699938208
fighttomaga,17,V1_to_V2,-0.05034388443897974
fighttomaga,23,V1_to_V2,-0.05072042752442561
firstreply,11,V1_to_V2,-0.02730588614648696
firstreply,17,V1_to_V2,-0.07965215456536046
firstreply,23,V1_to_V2,-0.04527994094866168
fisttrumppump,11,V1_to_V2,0.017829980672445567
fisttrumppump,17,V1_to_V2,0.03510747106866813
fisttrumppump,23,V1_to_V2,0.035670220566497046
floos,11,V1_to_V2,-0.03322742825596728
floos,17,V1_to_V2,-0.054555703736346266
floos,23,V1_to_V2,-0.07163996677403789
fofar,11,V1_to_V2,-0.025564147047714477
fofar,17,V1_to_V2,-0.04406686785480487
fofar,23,V1_to_V2,-0.057002499855640015
forest,11,V1_to_V2,-0.0106480223141693
forest,17,V1_to_V2,-0.020302265501255266
forest,23,V1_to_V2,-0.04799283281363453
gamestop,11,V1_to_V2,-0.019943535648722952
gamestop,17,V1_to_V2,-0.05704961307235225
gamestop,23,V1_to_V2,-0.030481357219117707
gameswift,11,V1_to_V2,-0.04945710985893188
gameswift,17,V1_to_V2,-0.012532087344091586
gameswift,23,V1_to_V2,-0.01024866046266764
gdog,11,V1_to_V2,-0.010787808971823475
gdog,17,V1_to_V2,-0.020433931287270845
gdog,23,V1_to_V2,-0.0957709180935308
gikocat,11,V1_to_V2,0.12044623957700473
gikocat,17,V1_to_V2,0.10306520919413176
gikocat,23,V1_to_V2,0.13751795831554192
ginnanthecat,11,V1_to_V2,-0.012177375769587958
ginnanthecat,17,V1_to_V2,-0.041961896357061254
ginnanthecat,23,V1_to_V2,-0.0920757881893508
gme,11,V1_to_V2,-0.029641363425664532
gme,17,V1_to_V2,-0.05632039715075055
gme,23,V1_to_V2,-0.033731729576538014
groyper,11,V1_to_V2,0.008051296820350159
groyper,17,V1_to_V2,-0.02257439912678845
groyper,23,V1_to_V2,-0.04039436192108668
guacamole,11,V1_to_V2,-0.07672115270317088
guacamole,17,V1_to_V2,-0.04599444484812865
guacamole,23,V1_to_V2,-0.06797846996599657
gummy,11,V1_to_V2,-0.012976630864327363
gummy,17,V1_to_V2,-0.03213859155918489
gummy,23,V1_to_V2,-0.06491258130573112
habibisol,11,V1_to_V2,-0.07148541048500816
habibisol,17,V1_to_V2,-0.03062986904106526
habibisol,23,V1_to_V2,-0.058318078166273976
hami,11,V1_to_V2,-0.024352668728852063
hami,17,V1_to_V2,-0.03848948293700922
hami,23,V1_to_V2,-0.06928402666405242
hana,11,V1_to_V2,-0.05245212550124592
hana,17,V1_to_V2,-0.0621036740133467
hana,23,V1_to_V2,-0.05606103759761028
harrypottertrumphomersimpson777inu,11,V1_to_V2,-0.029925021769007448
harrypottertrumphomersimpson777inu,17,V1_to_V2,-0.04742145743799882
harrypottertrumphomersimpson777inu,23,V1_to_V2,-0.0061527029165321335
hawk2,11,V1_to_V2,-0.048704414573039395
hawk2,17,V1_to_V2,-0.07036848277260993
hawk2,23,V1_to_V2,-0.09047585942691458
hege,11,V1_to_V2,-0.03201816835544605
hege,17,V1_to_V2,-0.031279404145913264
hege,23,V1_to_V2,-0.026250375433527155
hehecat,11,V1_to_V2,-0.017276469846229284
hehecat,17,V1_to_V2,-0.037531297615887624
hehecat,23,V1_to_V2,-0.050081959728971295
hemule,11,V1_to_V2,-0.016617273346118178
hemule,17,V1_to_V2,-0.047096557637348456
hemule,23,V1_to_V2,-0.04705189201201912
historyofpepe,11,V1_to_V2,-0.03954837306421869
historyofpepe,17,V1_to_V2,-0.08162227201718611
historyofpepe,23,V1_to_V2,-0.01021949946705348
honk,11,V1_to_V2,-0.019538634078233103
honk,17,V1_to_V2,-0.050886928060886724
honk,23,V1_to_V2,-0.05133549433324785
hund,11,V1_to_V2,-0.046139634136720065
hund,17,V1_to_V2,-0.046599119208906095
hund,23,V1_to_V2,-0.008144648067634134
iiiilovvvyouuuu,11,V1_to_V2,-0.04351162041109781
iiiilovvvyouuuu,17,V1_to_V2,-0.04835732586956925
iiiilovvvyouuuu,23,V1_to_V2,-0.047241888530326674
illuminaticoin,11,V1_to_V2,-0.020532939935424193
illuminaticoin,17,V1_to_V2,-0.052475667306447066
illuminaticoin,23,V1_to_V2,-0.05320473080447104
inferno2,11,V1_to_V2,-0.08553185647420121
inferno2,17,V1_to_V2,-0.05712016063052085
inferno2,23,V1_to_V2,-0.031822318800303506
iq50,11,V1_to_V2,-0.0298914011944345
iq50,17,V1_to_V2,-0.06050905876914801
iq50,23,V1_to_V2,-0.06937752869217494
jeoboden,11,V1_to_V2,-0.019144983822388155
jeoboden,17,V1_to_V2,-0.05182970756930035
jeoboden,23,V1_to_V2,-0.04949440560383139
jesuscoin,11,V1_to_V2,-0.04478669684209698
jesuscoin,17,V1_to_V2,-0.004501548018773604
jesuscoin,23,V1_to_V2,-0.04913753706063096
k9financedao,11,V1_to_V2,-0.05259940863266406
k9financedao,17,V1_to_V2,-0.051436825531726973
k9financedao,23,V1_to_V2,-0.08778276123257003
katanainu,11,V1_to_V2,-0.0455397713705733
